file,time_bin,percent_time_swimming,condition
C3_t3_2025_11_10-19_22_50.h5,150.5,40,control
C3_t3_2025_11_10-19_22_50.h5,151.5,0,control
C3_t3_2025_11_10-19_22_50.h5,152.5,0,control
C3_t3_2025_11_10-19_22_50.h5,153.5,0,control
C3_t3_2025_11_10-19_22_50.h5,154.5,0,control
C3_t3_2025_11_10-19_22_50.h5,155.5,0,control
C3_t3_2025_11_10-19_22_50.h5,156.5,86,control
C3_t3_2025_11_10-19_22_50.h5,157.5,24,control
C3_t3_2025_11_10-19_22_50.h5,158.5,0,control
C3_t3_2025_11_10-19_22_50.h5,159.5,0,control
C3_t3_2025_11_10-19_22_50.h5,160.5,0,control
C3_t3_2025_11_10-19_22_50.h5,161.5,70,control
C3_t3_2025_11_10-19_22_50.h5,162.5,100,control
C3_t3_2025_11_10-19_22_50.h5,163.5,5,control
C3_t3_2025_11_10-19_22_50.h5,164.5,0,control
C3_t3_2025_11_10-19_22_50.h5,165.5,0,control
C3_t3_2025_11_10-19_22_50.h5,166.5,0,control
C3_t3_2025_11_10-19_22_50.h5,167.5,0,control
C3_t3_2025_11_10-19_22_50.h5,168.5,0,control
C3_t3_2025_11_10-19_22_50.h5,169.5,0,control
C3_t3_2025_11_10-19_22_50.h5,170.5,0,control
C3_t3_2025_11_10-19_22_50.h5,171.5,0,control
C3_t3_2025_11_10-19_22_50.h5,172.5,0,control
C3_t3_2025_11_10-19_22_50.h5,173.5,1,control
C3_t3_2025_11_10-19_22_50.h5,174.5,34,control
C3_t3_2025_11_10-19_22_50.h5,175.5,98,control
C3_t3_2025_11_10-19_22_50.h5,176.5,2,control
C3_t3_2025_11_10-19_22_50.h5,177.5,0,control
C3_t3_2025_11_10-19_22_50.h5,178.5,0,control
C3_t3_2025_11_10-19_22_50.h5,179.5,0,control
C3_t3_2025_11_10-19_22_50.h5,180.5,0,control
C3_t3_2025_11_10-19_22_50.h5,181.5,44,control
C3_t3_2025_11_10-19_22_50.h5,182.5,96,control
C3_t3_2025_11_10-19_22_50.h5,183.5,0,control
C3_t3_2025_11_10-19_22_50.h5,184.5,7,control
C3_t3_2025_11_10-19_22_50.h5,185.5,0,control
C3_t3_2025_11_10-19_22_50.h5,186.5,44,control
