Time (s),Area Above Baseline (mV·s),Group,Trial_ID
82,-11.80465591,Control,100624_F1_C1_t2
82.2,-12.00249115,Control,100624_F1_C1_t2
82.4,-12.25539169,Control,100624_F1_C1_t2
82.6,-12.24257904,Control,100624_F1_C1_t2
82.8,-12.26051071,Control,100624_F1_C1_t2
83,-12.27441971,Control,100624_F1_C1_t2
83.2,-12.28424698,Control,100624_F1_C1_t2
83.4,-12.22579269,Control,100624_F1_C1_t2
83.6,-12.27746628,Control,100624_F1_C1_t2
83.8,-12.27553024,Control,100624_F1_C1_t2
84,-12.30021332,Control,100624_F1_C1_t2
84.2,-12.18265182,Control,100624_F1_C1_t2
84.4,-12.2510527,Control,100624_F1_C1_t2
84.6,-12.29708313,Control,100624_F1_C1_t2
84.8,-11.76983185,Control,100624_F1_C1_t2
85,-9.260580444,Control,100624_F1_C1_t2
85.2,-8.700305328,Control,100624_F1_C1_t2
85.4,-9.336557159,Control,100624_F1_C1_t2
85.6,-10.35926529,Control,100624_F1_C1_t2
85.8,-10.82202347,Control,100624_F1_C1_t2
86,-11.09154617,Control,100624_F1_C1_t2
86.2,-11.51388641,Control,100624_F1_C1_t2
86.4,-12.08275421,Control,100624_F1_C1_t2
86.6,-12.27233597,Control,100624_F1_C1_t2
86.8,-12.26591934,Control,100624_F1_C1_t2
87,-12.01456573,Control,100624_F1_C1_t2
87.2,-12.29473846,Control,100624_F1_C1_t2
87.4,-11.80222046,Control,100624_F1_C1_t2
87.6,-11.90104095,Control,100624_F1_C1_t2
87.8,-12.35945602,Control,100624_F1_C1_t2
88,-12.35182236,Control,100624_F1_C1_t2
88.2,-12.36212112,Control,100624_F1_C1_t2
88.4,-12.26259628,Control,100624_F1_C1_t2
88.6,-12.39971298,Control,100624_F1_C1_t2
88.8,-12.41249283,Control,100624_F1_C1_t2
89,-12.42414734,Control,100624_F1_C1_t2
89.2,-12.42151184,Control,100624_F1_C1_t2
89.4,-12.36588623,Control,100624_F1_C1_t2
89.6,-12.3502774,Control,100624_F1_C1_t2
89.8,-12.36187531,Control,100624_F1_C1_t2
90,-12.31637817,Control,100624_F1_C1_t2
90.2,-12.43812973,Control,100624_F1_C1_t2
90.4,-10.18968933,Control,100624_F1_C1_t2
90.6,-9.822767181,Control,100624_F1_C1_t2
90.8,-10.2470694,Control,100624_F1_C1_t2
91,-10.91284317,Control,100624_F1_C1_t2
91.2,-11.39391541,Control,100624_F1_C1_t2
91.4,-11.9364328,Control,100624_F1_C1_t2
91.6,-12.38274811,Control,100624_F1_C1_t2
91.8,-12.33123459,Control,100624_F1_C1_t2
92,-12.40227753,Control,100624_F1_C1_t2
92.2,-12.38107864,Control,100624_F1_C1_t2
92.4,-12.32724411,Control,100624_F1_C1_t2
92.6,-12.37654999,Control,100624_F1_C1_t2
92.8,-12.33745361,Control,100624_F1_C1_t2
93,-12.35155777,Control,100624_F1_C1_t2
93.2,-12.31990753,Control,100624_F1_C1_t2
93.4,-12.24115021,Control,100624_F1_C1_t2
93.6,-12.11308868,Control,100624_F1_C1_t2
93.8,-12.11306808,Control,100624_F1_C1_t2
94,-12.30590851,Control,100624_F1_C1_t2
94.2,-12.32667801,Control,100624_F1_C1_t2
94.4,-12.24019943,Control,100624_F1_C1_t2
94.6,-12.26458817,Control,100624_F1_C1_t2
94.8,-12.22522598,Control,100624_F1_C1_t2
95,-12.24065933,Control,100624_F1_C1_t2
95.2,-12.26998184,Control,100624_F1_C1_t2
95.4,-11.88403488,Control,100624_F1_C1_t2
95.6,-11.46986603,Control,100624_F1_C1_t2
95.8,-9.019819641,Control,100624_F1_C1_t2
96,-9.198591003,Control,100624_F1_C1_t2
96.2,-10.15336105,Control,100624_F1_C1_t2
96.4,-10.75210983,Control,100624_F1_C1_t2
96.6,-11.15318741,Control,100624_F1_C1_t2
96.8,-11.64736313,Control,100624_F1_C1_t2
97,-12.16111649,Control,100624_F1_C1_t2
97.2,-12.34367783,Control,100624_F1_C1_t2
97.4,-12.33431244,Control,100624_F1_C1_t2
97.6,-12.27325897,Control,100624_F1_C1_t2
97.8,-12.27946762,Control,100624_F1_C1_t2
98,-12.28778778,Control,100624_F1_C1_t2
98.2,-12.16880325,Control,100624_F1_C1_t2
98.4,-12.24911728,Control,100624_F1_C1_t2
98.6,-12.20462646,Control,100624_F1_C1_t2
98.8,-12.2237355,Control,100624_F1_C1_t2
99,-11.9296933,Control,100624_F1_C1_t2
99.2,-11.14318619,Control,100624_F1_C1_t2
99.4,-11.87723633,Control,100624_F1_C1_t2
99.6,-12.13321686,Control,100624_F1_C1_t2
99.8,-12.2719313,Control,100624_F1_C1_t2
100,-12.38250076,Control,100624_F1_C1_t2
100.2,-10.04328369,Control,100624_F1_C1_t2
100.4,-9.060903015,Control,100624_F1_C1_t2
100.6,-9.873856659,Control,100624_F1_C1_t2
100.8,-10.40659515,Control,100624_F1_C1_t2
101,-10.52287094,Control,100624_F1_C1_t2
101.2,-10.89094452,Control,100624_F1_C1_t2
101.4,-11.10852722,Control,100624_F1_C1_t2
101.6,-11.35439163,Control,100624_F1_C1_t2
101.8,-11.4865451,Control,100624_F1_C1_t2
102,-11.89283035,Control,100624_F1_C1_t2
102.2,-11.60892563,Control,100624_F1_C1_t2
102.4,-11.61576859,Control,100624_F1_C1_t2
102.6,-11.77351456,Control,100624_F1_C1_t2
102.8,-11.742341,Control,100624_F1_C1_t2
103,-11.71084076,Control,100624_F1_C1_t2
103.2,-11.45746994,Control,100624_F1_C1_t2
103.4,-9.740506439,Control,100624_F1_C1_t2
103.6,-11.5756488,Control,100624_F1_C1_t2
103.8,-12.20159317,Control,100624_F1_C1_t2
104,-12.33968292,Control,100624_F1_C1_t2
104.2,-12.36879227,Control,100624_F1_C1_t2
104.4,-12.39517075,Control,100624_F1_C1_t2
104.6,-12.39445435,Control,100624_F1_C1_t2
104.8,-12.39345047,Control,100624_F1_C1_t2
105,-12.37004578,Control,100624_F1_C1_t2
105.2,-12.02137314,Control,100624_F1_C1_t2
105.4,-12.37515808,Control,100624_F1_C1_t2
105.6,-12.43303131,Control,100624_F1_C1_t2
105.8,-12.42815796,Control,100624_F1_C1_t2
106,-12.41705994,Control,100624_F1_C1_t2
106.2,-11.13062622,Control,100624_F1_C1_t2
106.4,-11.49947968,Control,100624_F1_C1_t2
106.6,-12.22589294,Control,100624_F1_C1_t2
106.8,-12.33705002,Control,100624_F1_C1_t2
107,-12.39733337,Control,100624_F1_C1_t2
107.2,-12.38858902,Control,100624_F1_C1_t2
107.4,-12.38922256,Control,100624_F1_C1_t2
107.6,-12.34046127,Control,100624_F1_C1_t2
107.8,-12.32536377,Control,100624_F1_C1_t2
108,-12.37555756,Control,100624_F1_C1_t2
108.2,-12.37599991,Control,100624_F1_C1_t2
108.4,-12.41778427,Control,100624_F1_C1_t2
108.6,-12.38422073,Control,100624_F1_C1_t2
108.8,-12.39178711,Control,100624_F1_C1_t2
109,-12.40124954,Control,100624_F1_C1_t2
109.2,-12.29852692,Control,100624_F1_C1_t2
109.4,-12.4069574,Control,100624_F1_C1_t2
109.6,-12.42180222,Control,100624_F1_C1_t2
109.8,-12.38273529,Control,100624_F1_C1_t2
110,-11.45251114,Control,100624_F1_C1_t2
110.2,-12.13974808,Control,100624_F1_C1_t2
110.4,-12.3131102,Control,100624_F1_C1_t2
110.6,-12.33505722,Control,100624_F1_C1_t2
110.8,-12.35233459,Control,100624_F1_C1_t2
111,-12.27488617,Control,100624_F1_C1_t2
111.2,-12.38671295,Control,100624_F1_C1_t2
111.4,-12.34967178,Control,100624_F1_C1_t2
111.6,-12.32146561,Control,100624_F1_C1_t2
111.8,-12.15156494,Control,100624_F1_C1_t2
112,-12.26394867,Control,100624_F1_C1_t2
112.2,-12.36585678,Control,100624_F1_C1_t2
112.4,-12.34883469,Control,100624_F1_C1_t2
112.6,-12.25938126,Control,100624_F1_C1_t2
112.8,-12.29118408,Control,100624_F1_C1_t2
113,-12.34835419,Control,100624_F1_C1_t2
113.2,-12.28845551,Control,100624_F1_C1_t2
113.4,-12.27216705,Control,100624_F1_C1_t2
113.6,-12.312258,Control,100624_F1_C1_t2
113.8,-12.29518219,Control,100624_F1_C1_t2
114,-12.30748245,Control,100624_F1_C1_t2
114.2,-12.34767334,Control,100624_F1_C1_t2
114.4,-12.27104156,Control,100624_F1_C1_t2
114.6,-12.32674988,Control,100624_F1_C1_t2
114.8,-12.01537735,Control,100624_F1_C1_t2
115,-12.19209381,Control,100624_F1_C1_t2
115.2,-11.68024429,Control,100624_F1_C1_t2
115.4,-11.72311966,Control,100624_F1_C1_t2
115.6,-12.1393515,Control,100624_F1_C1_t2
115.8,-12.24261139,Control,100624_F1_C1_t2
116,-12.36130005,Control,100624_F1_C1_t2
116.2,-12.36417572,Control,100624_F1_C1_t2
116.4,-12.36005737,Control,100624_F1_C1_t2
116.6,-12.33202621,Control,100624_F1_C1_t2
116.8,-12.37671692,Control,100624_F1_C1_t2
117,-12.24253891,Control,100624_F1_C1_t2
117.2,-12.35053375,Control,100624_F1_C1_t2
117.4,-12.37233398,Control,100624_F1_C1_t2
117.6,-12.31031372,Control,100624_F1_C1_t2
117.8,-12.32439209,Control,100624_F1_C1_t2
118,-12.32782013,Control,100624_F1_C1_t2
118.2,-12.30628235,Control,100624_F1_C1_t2
118.4,-12.19768173,Control,100624_F1_C1_t2
118.6,-12.30477966,Control,100624_F1_C1_t2
118.8,-12.27711823,Control,100624_F1_C1_t2
119,-12.26306824,Control,100624_F1_C1_t2
119.2,-12.27572556,Control,100624_F1_C1_t2
119.4,-12.33981354,Control,100624_F1_C1_t2
119.6,-12.36390366,Control,100624_F1_C1_t2
119.8,-12.27700775,Control,100624_F1_C1_t2
120,-10.8468483,Control,100624_F1_C1_t2
120.2,-8.20059433,Control,100624_F1_C1_t2
120.4,-8.3444841,Control,100624_F1_C1_t2
120.6,-9.540361786,Control,100624_F1_C1_t2
120.8,-10.1481633,Control,100624_F1_C1_t2
121,-10.66886932,Control,100624_F1_C1_t2
121.2,-11.11047195,Control,100624_F1_C1_t2
121.4,-11.55990784,Control,100624_F1_C1_t2
121.6,-12.04244827,Control,100624_F1_C1_t2
121.8,-12.43075531,Control,100624_F1_C1_t2
122,-12.5178952,Control,100624_F1_C1_t2
122.2,-11.80936951,Control,100624_F1_C1_t2
122.4,-10.94105301,Control,100624_F1_C1_t2
122.6,-11.84749161,Control,100624_F1_C1_t2
122.8,-12.38624741,Control,100624_F1_C1_t2
123,-12.48864319,Control,100624_F1_C1_t2
123.2,-12.50924164,Control,100624_F1_C1_t2
123.4,-12.42678314,Control,100624_F1_C1_t2
123.6,-12.51094162,Control,100624_F1_C1_t2
123.8,-12.49500366,Control,100624_F1_C1_t2
124,-12.42845596,Control,100624_F1_C1_t2
124.2,-12.43930222,Control,100624_F1_C1_t2
124.4,-12.43762115,Control,100624_F1_C1_t2
124.6,-12.43692047,Control,100624_F1_C1_t2
124.8,-12.43103973,Control,100624_F1_C1_t2
125,-12.40762207,Control,100624_F1_C1_t2
125.2,-11.14908279,Control,100624_F1_C1_t2
125.4,-10.58151749,Control,100624_F1_C1_t2
125.6,-11.09376785,Control,100624_F1_C1_t2
125.8,-11.90149185,Control,100624_F1_C1_t2
126,-12.32948273,Control,100624_F1_C1_t2
126.2,-12.42663452,Control,100624_F1_C1_t2
126.4,-12.36551422,Control,100624_F1_C1_t2
126.6,-12.43129852,Control,100624_F1_C1_t2
126.8,-12.40238953,Control,100624_F1_C1_t2
127,-12.40091919,Control,100624_F1_C1_t2
127.2,-12.39438843,Control,100624_F1_C1_t2
127.4,-12.32384445,Control,100624_F1_C1_t2
127.6,-12.32737,Control,100624_F1_C1_t2
127.8,-12.24285431,Control,100624_F1_C1_t2
128,-12.35830444,Control,100624_F1_C1_t2
128.2,-10.98929611,Control,100624_F1_C1_t2
128.4,-9.223042908,Control,100624_F1_C1_t2
128.6,-9.809737244,Control,100624_F1_C1_t2
128.8,-10.65931839,Control,100624_F1_C1_t2
129,-11.32113678,Control,100624_F1_C1_t2
129.2,-12.05459808,Control,100624_F1_C1_t2
129.4,-12.24778168,Control,100624_F1_C1_t2
129.6,-12.3145932,Control,100624_F1_C1_t2
129.8,-12.31552582,Control,100624_F1_C1_t2
130,-12.3681633,Control,100624_F1_C1_t2
130.2,-12.38713257,Control,100624_F1_C1_t2
130.4,-12.26819122,Control,100624_F1_C1_t2
130.6,-12.25454895,Control,100624_F1_C1_t2
130.8,-12.30433334,Control,100624_F1_C1_t2
131,-12.31679611,Control,100624_F1_C1_t2
131.2,-12.33371887,Control,100624_F1_C1_t2
131.4,-12.21931778,Control,100624_F1_C1_t2
131.6,-12.26860657,Control,100624_F1_C1_t2
131.8,-11.77294983,Control,100624_F1_C1_t2
132,-11.45226654,Control,100624_F1_C1_t2
132.2,-11.99275711,Control,100624_F1_C1_t2
132.4,-12.07883804,Control,100624_F1_C1_t2
132.6,-12.14646027,Control,100624_F1_C1_t2
132.8,-12.30684311,Control,100624_F1_C1_t2
133,-12.37390533,Control,100624_F1_C1_t2
133.2,-12.11656143,Control,100624_F1_C1_t2
133.4,-12.28577332,Control,100624_F1_C1_t2
133.6,-12.35650177,Control,100624_F1_C1_t2
133.8,-12.35743896,Control,100624_F1_C1_t2
134,-12.33463486,Control,100624_F1_C1_t2
134.2,-12.26561569,Control,100624_F1_C1_t2
134.4,-12.28261261,Control,100624_F1_C1_t2
134.6,-12.21840454,Control,100624_F1_C1_t2
134.8,-12.20722092,Control,100624_F1_C1_t2
135,-12.29754868,Control,100624_F1_C1_t2
135.2,-12.34025024,Control,100624_F1_C1_t2
135.4,-12.30787918,Control,100624_F1_C1_t2
135.6,-12.261548,Control,100624_F1_C1_t2
135.8,-12.31163361,Control,100624_F1_C1_t2
136,-12.34104553,Control,100624_F1_C1_t2
136.2,-12.32335526,Control,100624_F1_C1_t2
136.4,-12.29403671,Control,100624_F1_C1_t2
136.6,-12.26436646,Control,100624_F1_C1_t2
136.8,-12.348172,Control,100624_F1_C1_t2
137,-12.32245682,Control,100624_F1_C1_t2
137.2,-12.29060242,Control,100624_F1_C1_t2
137.4,-12.31175201,Control,100624_F1_C1_t2
137.6,-12.29159698,Control,100624_F1_C1_t2
137.8,-12.32094482,Control,100624_F1_C1_t2
138,-12.31370056,Control,100624_F1_C1_t2
138.2,-12.3078447,Control,100624_F1_C1_t2
138.4,-12.2902742,Control,100624_F1_C1_t2
138.6,-12.32964767,Control,100624_F1_C1_t2
138.8,-12.34666458,Control,100624_F1_C1_t2
139,-12.3265416,Control,100624_F1_C1_t2
139.2,-12.0219046,Control,100624_F1_C1_t2
139.4,-12.10929672,Control,100624_F1_C1_t2
139.6,-11.87736298,Control,100624_F1_C1_t2
139.8,-11.72769638,Control,100624_F1_C1_t2
140,-12.09652435,Control,100624_F1_C1_t2
140.2,-12.31654678,Control,100624_F1_C1_t2
140.4,-12.27220062,Control,100624_F1_C1_t2
140.6,-12.31526581,Control,100624_F1_C1_t2
140.8,-12.33878983,Control,100624_F1_C1_t2
141,-12.36248764,Control,100624_F1_C1_t2
141.2,-12.33472717,Control,100624_F1_C1_t2
141.4,-12.30770004,Control,100624_F1_C1_t2
141.6,-10.9701268,Control,100624_F1_C1_t2
141.8,-8.101030731,Control,100624_F1_C1_t2
142,-8.410892487,Control,100624_F1_C1_t2
142.2,-8.713234711,Control,100624_F1_C1_t2
142.4,-9.790842743,Control,100624_F1_C1_t2
142.6,-10.36537262,Control,100624_F1_C1_t2
142.8,-10.8306012,Control,100624_F1_C1_t2
143,-11.04250092,Control,100624_F1_C1_t2
143.2,-11.46022293,Control,100624_F1_C1_t2
143.4,-11.88604431,Control,100624_F1_C1_t2
143.6,-12.1844838,Control,100624_F1_C1_t2
143.8,-12.26215057,Control,100624_F1_C1_t2
144,-12.35534286,Control,100624_F1_C1_t2
144.2,-11.90020401,Control,100624_F1_C1_t2
144.4,-11.97010956,Control,100624_F1_C1_t2
144.6,-12.37509399,Control,100624_F1_C1_t2
144.8,-12.43646683,Control,100624_F1_C1_t2
145,-12.42204544,Control,100624_F1_C1_t2
145.2,-12.37541855,Control,100624_F1_C1_t2
145.4,-12.35981461,Control,100624_F1_C1_t2
145.6,-12.4147406,Control,100624_F1_C1_t2
145.8,-12.14622345,Control,100624_F1_C1_t2
146,-12.34379807,Control,100624_F1_C1_t2
146.2,-12.36975235,Control,100624_F1_C1_t2
146.4,-12.18801407,Control,100624_F1_C1_t2
146.6,-10.80951111,Control,100624_F1_C1_t2
146.8,-10.38875122,Control,100624_F1_C1_t2
147,-10.9292865,Control,100624_F1_C1_t2
147.2,-11.46510666,Control,100624_F1_C1_t2
147.4,-12.17312195,Control,100624_F1_C1_t2
147.6,-12.46563766,Control,100624_F1_C1_t2
147.8,-12.42092056,Control,100624_F1_C1_t2
148,-12.42991776,Control,100624_F1_C1_t2
148.2,-12.42511429,Control,100624_F1_C1_t2
148.4,-12.43313385,Control,100624_F1_C1_t2
148.6,-12.4647287,Control,100624_F1_C1_t2
148.8,-12.37709335,Control,100624_F1_C1_t2
149,-12.37672409,Control,100624_F1_C1_t2
149.2,-12.33791382,Control,100624_F1_C1_t2
149.4,-12.41168472,Control,100624_F1_C1_t2
149.6,-12.40897827,Control,100624_F1_C1_t2
149.8,-12.25371445,Control,100624_F1_C1_t2
150,-12.19233337,Control,100624_F1_C1_t2
150.2,-12.10940384,Control,100624_F1_C1_t2
150.4,-10.29453186,Control,100624_F1_C1_t2
150.6,-10.59076508,Control,100624_F1_C1_t2
150.8,-11.06688126,Control,100624_F1_C1_t2
151,-11.86543182,Control,100624_F1_C1_t2
151.2,-12.40054947,Control,100624_F1_C1_t2
151.4,-12.43019165,Control,100624_F1_C1_t2
151.6,-12.45724899,Control,100624_F1_C1_t2
151.8,-12.37149536,Control,100624_F1_C1_t2
152,-12.3869696,Control,100624_F1_C1_t2
152.2,-12.30232529,Control,100624_F1_C1_t2
152.4,-12.339272,Control,100624_F1_C1_t2
152.6,-12.32495544,Control,100624_F1_C1_t2
152.8,-12.3365947,Control,100624_F1_C1_t2
153,-12.3515741,Control,100624_F1_C1_t2
153.2,-12.11856766,Control,100624_F1_C1_t2
153.4,-12.18588684,Control,100624_F1_C1_t2
153.6,-12.33121201,Control,100624_F1_C1_t2
153.8,-12.20034409,Control,100624_F1_C1_t2
154,-11.94323898,Control,100624_F1_C1_t2
154.2,-10.66290558,Control,100624_F1_C1_t2
154.4,-10.22151489,Control,100624_F1_C1_t2
154.6,-10.82713028,Control,100624_F1_C1_t2
154.8,-11.69666595,Control,100624_F1_C1_t2
155,-12.20822235,Control,100624_F1_C1_t2
155.2,-12.33870071,Control,100624_F1_C1_t2
155.4,-12.36520493,Control,100624_F1_C1_t2
155.6,-12.35434906,Control,100624_F1_C1_t2
155.8,-12.34528473,Control,100624_F1_C1_t2
156,-12.3472876,Control,100624_F1_C1_t2
156.2,-12.15388885,Control,100624_F1_C1_t2
156.4,-12.13600327,Control,100624_F1_C1_t2
156.6,-12.30413788,Control,100624_F1_C1_t2
156.8,-12.33010651,Control,100624_F1_C1_t2
157,-11.89355377,Control,100624_F1_C1_t2
157.2,-12.11756744,Control,100624_F1_C1_t2
157.4,-12.29600708,Control,100624_F1_C1_t2
157.6,-12.3413324,Control,100624_F1_C1_t2
157.8,-12.32128754,Control,100624_F1_C1_t2
158,-11.93180786,Control,100624_F1_C1_t2
158.2,-11.91987717,Control,100624_F1_C1_t2
158.4,-12.07913483,Control,100624_F1_C1_t2
158.6,-12.17834824,Control,100624_F1_C1_t2
158.8,-12.30820404,Control,100624_F1_C1_t2
159,-12.22838776,Control,100624_F1_C1_t2
159.2,-12.26924744,Control,100624_F1_C1_t2
159.4,-12.0708902,Control,100624_F1_C1_t2
159.6,-11.96375763,Control,100624_F1_C1_t2
159.8,-12.23315659,Control,100624_F1_C1_t2
160,-12.29157257,Control,100624_F1_C1_t2
160.2,-12.3866922,Control,100624_F1_C1_t2
160.4,-12.27718002,Control,100624_F1_C1_t2
160.6,-12.32396576,Control,100624_F1_C1_t2
160.8,-12.26998901,Control,100624_F1_C1_t2
161,-12.16944168,Control,100624_F1_C1_t2
161.2,-11.77349701,Control,100624_F1_C1_t2
161.4,-11.18531372,Control,100624_F1_C1_t2
161.6,-11.69101303,Control,100624_F1_C1_t2
161.8,-12.11831497,Control,100624_F1_C1_t2
162,-12.34530106,Control,100624_F1_C1_t2
162.2,-12.37824677,Control,100624_F1_C1_t2
162.4,-12.18742172,Control,100624_F1_C1_t2
162.6,-12.25468201,Control,100624_F1_C1_t2
162.8,-12.31824875,Control,100624_F1_C1_t2
163,-12.32050812,Control,100624_F1_C1_t2
163.2,-11.33298004,Control,100624_F1_C1_t2
163.4,-8.167056427,Control,100624_F1_C1_t2
163.6,-8.136515045,Control,100624_F1_C1_t2
163.8,-8.988436584,Control,100624_F1_C1_t2
164,-9.913884735,Control,100624_F1_C1_t2
164.2,-10.47466583,Control,100624_F1_C1_t2
164.4,-10.95086182,Control,100624_F1_C1_t2
164.6,-11.25577515,Control,100624_F1_C1_t2
164.8,-11.76224518,Control,100624_F1_C1_t2
165,-12.27038773,Control,100624_F1_C1_t2
165.2,-12.34832993,Control,100624_F1_C1_t2
165.4,-12.40421432,Control,100624_F1_C1_t2
165.6,-12.36302826,Control,100624_F1_C1_t2
165.8,-12.3209375,Control,100624_F1_C1_t2
166,-12.26487244,Control,100624_F1_C1_t2
166.2,-10.90422821,Control,100624_F1_C1_t2
166.4,-10.53841309,Control,100624_F1_C1_t2
166.6,-10.94590912,Control,100624_F1_C1_t2
166.8,-11.61277039,Control,100624_F1_C1_t2
167,-12.30587723,Control,100624_F1_C1_t2
167.2,-12.43618591,Control,100624_F1_C1_t2
167.4,-12.42787094,Control,100624_F1_C1_t2
167.6,-12.45382828,Control,100624_F1_C1_t2
167.8,-12.41921555,Control,100624_F1_C1_t2
168,-12.41915634,Control,100624_F1_C1_t2
168.2,-12.40710297,Control,100624_F1_C1_t2
168.4,-12.30234177,Control,100624_F1_C1_t2
168.6,-12.36599976,Control,100624_F1_C1_t2
168.8,-12.42227432,Control,100624_F1_C1_t2
169,-12.00578049,Control,100624_F1_C1_t2
169.2,-11.20539886,Control,100624_F1_C1_t2
169.4,-11.23010574,Control,100624_F1_C1_t2
169.6,-11.52428513,Control,100624_F1_C1_t2
169.8,-12.24650436,Control,100624_F1_C1_t2
170,-12.46781891,Control,100624_F1_C1_t2
170.2,-12.53147568,Control,100624_F1_C1_t2
170.4,-12.42818558,Control,100624_F1_C1_t2
170.6,-12.34792053,Control,100624_F1_C1_t2
170.8,-12.36124237,Control,100624_F1_C1_t2
171,-12.39181183,Control,100624_F1_C1_t2
171.2,-12.26825089,Control,100624_F1_C1_t2
171.4,-12.11270172,Control,100624_F1_C1_t2
171.6,-9.401355896,Control,100624_F1_C1_t2
171.8,-9.362106171,Control,100624_F1_C1_t2
172,-10.20197861,Control,100624_F1_C1_t2
172.2,-10.97145966,Control,100624_F1_C1_t2
172.4,-11.44182983,Control,100624_F1_C1_t2
172.6,-12.13555176,Control,100624_F1_C1_t2
172.8,-12.38907349,Control,100624_F1_C1_t2
173,-12.3934024,Control,100624_F1_C1_t2
173.2,-12.35824219,Control,100624_F1_C1_t2
173.4,-12.35096069,Control,100624_F1_C1_t2
173.6,-12.32546982,Control,100624_F1_C1_t2
173.8,-12.31101852,Control,100624_F1_C1_t2
174,-12.22804718,Control,100624_F1_C1_t2
174.2,-12.36627502,Control,100624_F1_C1_t2
174.4,-12.36932465,Control,100624_F1_C1_t2
174.6,-12.32421692,Control,100624_F1_C1_t2
174.8,-12.27575058,Control,100624_F1_C1_t2
175,-12.19453033,Control,100624_F1_C1_t2
175.2,-12.30705566,Control,100624_F1_C1_t2
175.4,-12.32924042,Control,100624_F1_C1_t2
175.6,-12.38739868,Control,100624_F1_C1_t2
175.8,-12.33607971,Control,100624_F1_C1_t2
176,-12.35420044,Control,100624_F1_C1_t2
176.2,-12.33606766,Control,100624_F1_C1_t2
176.4,-11.7425174,Control,100624_F1_C1_t2
176.6,-11.65401428,Control,100624_F1_C1_t2
176.8,-8.90654129,Control,100624_F1_C1_t2
177,-9.461499634,Control,100624_F1_C1_t2
177.2,-10.18877457,Control,100624_F1_C1_t2
177.4,-10.74707657,Control,100624_F1_C1_t2
177.6,-11.3370105,Control,100624_F1_C1_t2
177.8,-11.9890303,Control,100624_F1_C1_t2
178,-12.40188934,Control,100624_F1_C1_t2
178.2,-12.36834991,Control,100624_F1_C1_t2
178.4,-12.29996811,Control,100624_F1_C1_t2
178.6,-12.34363785,Control,100624_F1_C1_t2
178.8,-12.3687114,Control,100624_F1_C1_t2
179,-12.37301926,Control,100624_F1_C1_t2
179.2,-12.39863968,Control,100624_F1_C1_t2
179.4,-12.3253949,Control,100624_F1_C1_t2
179.6,-12.32624329,Control,100624_F1_C1_t2
179.8,-11.73250534,Control,100624_F1_C1_t2
180,-10.13381119,Control,100624_F1_C1_t2
180.2,-10.78922089,Control,100624_F1_C1_t2
180.4,-11.44528809,Control,100624_F1_C1_t2
180.6,-12.10038239,Control,100624_F1_C1_t2
180.8,-12.32457901,Control,100624_F1_C1_t2
181,-12.39244583,Control,100624_F1_C1_t2
181.2,-12.37420914,Control,100624_F1_C1_t2
181.4,-12.36397766,Control,100624_F1_C1_t2
181.6,-12.36886017,Control,100624_F1_C1_t2
181.8,-12.34349197,Control,100624_F1_C1_t2
182,-12.28789078,Control,100624_F1_C1_t2
182.2,-12.29161591,Control,100624_F1_C1_t2
182.4,-12.30467117,Control,100624_F1_C1_t2
182.6,-12.26838211,Control,100624_F1_C1_t2
182.8,-12.24622101,Control,100624_F1_C1_t2
183,-12.24863403,Control,100624_F1_C1_t2
183.2,-12.25385513,Control,100624_F1_C1_t2
183.4,-12.2947081,Control,100624_F1_C1_t2
183.6,-12.29959839,Control,100624_F1_C1_t2
183.8,-12.25580063,Control,100624_F1_C1_t2
184,-12.27710754,Control,100624_F1_C1_t2
184.2,-12.22279556,Control,100624_F1_C1_t2
184.4,-12.27152435,Control,100624_F1_C1_t2
184.6,-12.32317703,Control,100624_F1_C1_t2
184.8,-12.08452942,Control,100624_F1_C1_t2
185,-12.09054581,Control,100624_F1_C1_t2
185.2,-12.27038193,Control,100624_F1_C1_t2
185.4,-12.30983093,Control,100624_F1_C1_t2
185.6,-12.30349655,Control,100624_F1_C1_t2
185.8,-11.74068497,Control,100624_F1_C1_t2
186,-11.37458466,Control,100624_F1_C1_t2
186.2,-11.92323441,Control,100624_F1_C1_t2
186.4,-12.17160873,Control,100624_F1_C1_t2
186.6,-12.2523378,Control,100624_F1_C1_t2
186.8,-12.29963486,Control,100624_F1_C1_t2
187,-12.26199936,Control,100624_F1_C1_t2
187.2,-12.23690094,Control,100624_F1_C1_t2
187.4,-12.22632492,Control,100624_F1_C1_t2
187.6,-12.19053864,Control,100624_F1_C1_t2
187.8,-12.16324463,Control,100624_F1_C1_t2
188,-12.1262645,Control,100624_F1_C1_t2
188.2,-12.21175797,Control,100624_F1_C1_t2
188.4,-12.26601562,Control,100624_F1_C1_t2
188.6,-11.8620784,Control,100624_F1_C1_t2
188.8,-8.856636353,Control,100624_F1_C1_t2
189,-8.516486816,Control,100624_F1_C1_t2
189.2,-9.181161804,Control,100624_F1_C1_t2
189.4,-10.31807816,Control,100624_F1_C1_t2
189.6,-10.67473877,Control,100624_F1_C1_t2
189.8,-11.01591217,Control,100624_F1_C1_t2
190,-11.62465942,Control,100624_F1_C1_t2
190.2,-12.33107986,Control,100624_F1_C1_t2
190.4,-12.3002948,Control,100624_F1_C1_t2
190.6,-12.35719025,Control,100624_F1_C1_t2
190.8,-12.36459457,Control,100624_F1_C1_t2
191,-12.40618332,Control,100624_F1_C1_t2
